# Determined from WSA steel production, consumption, imports, and exports data; only includes trade between countries in different GCAM regions
GCAM_region,year,metric,value
EU-15,1998,production,159.867
Middle East,1998,production,9.065
South Asia,1998,production,0.07
Europe_Eastern,1998,production,26.592
Africa_Western,1998,production,0.06
South America_Southern,1998,production,1.955
Brazil,1998,production,25.76
EU-12,1998,production,31.144
Canada,1998,production,15.93
China,1998,production,114.588
Colombia,1998,production,0.671
Central America and Caribbean,1998,production,1.145
Africa_Eastern,1998,production,0.05
European Free Trade Association,1998,production,1.4500000000000002
India,1998,production,23.48
Indonesia,1998,production,2.699
Japan,1998,production,93.548
Southeast Asia,1998,production,5.727
Mexico,1998,production,14.211
Pakistan,1998,production,0.9
Russia,1998,production,43.822
South Africa,1998,production,7.506
South Korea,1998,production,39.896
Taiwan,1998,production,16.914
USA,1998,production,97.653
South America_Northern,1998,production,3.68
Europe_Non_EU,1999,production,14.738000000000001
Africa_Northern,1999,production,4.587
Africa_Southern,1999,production,0.264
Argentina,1999,production,3.799
Central Asia,1999,production,4.45
Australia_NZ,1999,production,8.947000000000001
EU-15,1999,production,155.209
Middle East,1999,production,9.779
South Asia,1999,production,0.03
Europe_Eastern,1999,production,29.697
Africa_Western,1999,production,0.06
South America_Southern,1999,production,2.004
Brazil,1999,production,24.996
EU-12,1999,production,26.976
Canada,1999,production,16.235
China,1999,production,124.26
Colombia,1999,production,0.534
Central America and Caribbean,1999,production,1.109
Africa_Eastern,1999,production,0.05
European Free Trade Association,1999,production,1.4100000000000001
India,1999,production,24.296
Indonesia,1999,production,2.891
Japan,1999,production,94.192
Southeast Asia,1999,production,6.055
Mexico,1999,production,15.274
Pakistan,1999,production,0.9
Russia,1999,production,51.51
South Africa,1999,production,7.857
South Korea,1999,production,41.042
Taiwan,1999,production,15.438
USA,1999,production,97.427
South America_Northern,1999,production,3.261
Europe_Non_EU,2000,production,15.334999999999999
Africa_Northern,2000,production,4.969
Africa_Southern,2000,production,0.267
Argentina,2000,production,4.474
Central Asia,2000,production,5.211
Australia_NZ,2000,production,7.8309999999999995
EU-15,2000,production,163.358
Middle East,2000,production,10.78
South Asia,2000,production,0.03
Europe_Eastern,2000,production,34.177
Africa_Western,2000,production,0.06
South America_Southern,2000,production,2.2760000000000002
Brazil,2000,production,27.865
EU-12,2000,production,30.029
Canada,2000,production,16.595
China,2000,production,128.5
Colombia,2000,production,0.66
Central America and Caribbean,2000,production,1.324
Africa_Eastern,2000,production,0.05
European Free Trade Association,2000,production,1.679
India,2000,production,26.924
Indonesia,2000,production,2.848
Japan,2000,production,106.444
Southeast Asia,2000,production,7.41
Mexico,2000,production,15.631
Pakistan,2000,production,0.95
Russia,2000,production,59.136
South Africa,2000,production,8.481
South Korea,2000,production,43.107
Taiwan,2000,production,16.896
USA,2000,production,101.803
South America_Northern,2000,production,3.835
Europe_Non_EU,2001,production,16.058
Africa_Northern,2001,production,5.835999999999999
Africa_Southern,2001,production,0.149
Argentina,2001,production,4.107
Central Asia,2001,production,5.203
Australia_NZ,2001,production,7.859
EU-15,2001,production,158.49699999999999
Middle East,2001,production,11.69
South Asia,2001,production,0.03
Europe_Eastern,2001,production,35.561
Africa_Western,2001,production,0.06
South America_Southern,2001,production,2.099
Brazil,2001,production,26.717
EU-12,2001,production,28.953999999999997
Canada,2001,production,15.276
China,2001,production,151.634
Colombia,2001,production,0.638
Central America and Caribbean,2001,production,1.179
Africa_Eastern,2001,production,0.05
European Free Trade Association,2001,production,1.6400000000000001
India,2001,production,27.291
Indonesia,2001,production,2.781
Japan,2001,production,102.866
Southeast Asia,2001,production,7.826999999999999
Mexico,2001,production,13.3
Pakistan,2001,production,0.953
Russia,2001,production,58.97
South Africa,2001,production,8.821
South Korea,2001,production,43.852
Taiwan,2001,production,17.261
USA,2001,production,90.104
South America_Northern,2001,production,3.813
Europe_Non_EU,2002,production,17.566
Africa_Northern,2002,production,6.498
Africa_Southern,2002,production,0.105
Argentina,2002,production,4.356
Central Asia,2002,production,5.424
Australia_NZ,2002,production,8.292
EU-15,2002,production,158.686
Middle East,2002,production,12.491999999999999
South Asia,2002,production,0.03
Europe_Eastern,2002,production,36.047999999999995
Africa_Western,2002,production,0.06
South America_Southern,2002,production,2.073
Brazil,2002,production,29.604
EU-12,2002,production,29.56
Canada,2002,production,16.002
China,2002,production,182.366
Colombia,2002,production,0.664
Central America and Caribbean,2002,production,1.3499999999999999
Africa_Eastern,2002,production,0.05
European Free Trade Association,2002,production,1.698
India,2002,production,28.814
Indonesia,2002,production,2.462
Japan,2002,production,107.745
Southeast Asia,2002,production,9.004
Mexico,2002,production,14.01
Pakistan,2002,production,0.97
Russia,2002,production,59.777
South Africa,2002,production,9.095
South Korea,2002,production,45.39
Taiwan,2002,production,18.23
USA,2002,production,91.587
South America_Northern,2002,production,4.164
Europe_Non_EU,2003,production,19.575999999999997
Africa_Northern,2003,production,6.547
Africa_Southern,2003,production,0.152
Argentina,2003,production,5.044
Central Asia,2003,production,5.6819999999999995
Australia_NZ,2003,production,8.397
EU-15,2003,production,160.974
Middle East,2003,production,13.443
South Asia,2003,production,0.03
Europe_Eastern,2003,production,39.373000000000005
Africa_Western,2003,production,0.06
South America_Southern,2003,production,2.257
Brazil,2003,production,31.147
EU-12,2003,production,31.536
Canada,2003,production,15.929
China,2003,production,222.336
Colombia,2003,production,0.668
Central America and Caribbean,2003,production,1.3960000000000001
Africa_Eastern,2003,production,0.05
European Free Trade Association,2003,production,1.7029999999999998
India,2003,production,31.779
Indonesia,2003,production,2.042
Japan,2003,production,110.511
Southeast Asia,2003,production,9.441
Mexico,2003,production,15.159
Pakistan,2003,production,1
Russia,2003,production,61.45
South Africa,2003,production,9.481
South Korea,2003,production,46.31
Taiwan,2003,production,18.832
USA,2003,production,93.677
South America_Northern,2003,production,3.93
Europe_Non_EU,2004,production,22.266000000000002
Africa_Northern,2004,production,6.920999999999999
Africa_Southern,2004,production,0.135
Argentina,2004,production,5.133
Central Asia,2004,production,6.271999999999999
Australia_NZ,2004,production,8.299
EU-15,2004,production,169.072
Middle East,2004,production,14.253
South Asia,2004,production,0.03
Europe_Eastern,2004,production,41.542
Africa_Western,2004,production,0.1
South America_Southern,2004,production,2.542
Brazil,2004,production,32.909
EU-12,2004,production,33.408
Canada,2004,production,16.305
China,2004,production,282.911
Colombia,2004,production,0.73
Central America and Caribbean,2004,production,1.298
Africa_Eastern,2004,production,0.05
European Free Trade Association,2004,production,1.725
India,2004,production,32.626
Indonesia,2004,production,3.682
Japan,2004,production,112.718
Southeast Asia,2004,production,12.255
Mexico,2004,production,16.737
Pakistan,2004,production,1.145
Russia,2004,production,65.583
South Africa,2004,production,9.5
South Korea,2004,production,47.521
Taiwan,2004,production,19.599
USA,2004,production,99.681
South America_Northern,2004,production,4.561
Europe_Non_EU,2005,production,23.108999999999998
Africa_Northern,2005,production,8.184999999999999
Africa_Southern,2005,production,0.107
Argentina,2005,production,5.38
Central Asia,2005,production,5.411
Australia_NZ,2005,production,8.645999999999999
EU-15,2005,production,165.112
Middle East,2005,production,15.257
South Asia,2005,production,0.03
Europe_Eastern,2005,production,41.684
Africa_Western,2005,production,0.16
South America_Southern,2005,production,2.576
Brazil,2005,production,31.61
EU-12,2005,production,30.468
Canada,2005,production,15.327
China,2005,production,353.24
Colombia,2005,production,0.842
Central America and Caribbean,2005,production,1.212
Africa_Eastern,2005,production,0.05
European Free Trade Association,2005,production,1.863
India,2005,production,45.78
Indonesia,2005,production,3.675
Japan,2005,production,112.471
Southeast Asia,2005,production,12.714
Mexico,2005,production,16.195
Pakistan,2005,production,0.825
Russia,2005,production,66.146
South Africa,2005,production,9.494
South Korea,2005,production,47.82
Taiwan,2005,production,18.942
USA,2005,production,94.897
South America_Northern,2005,production,4.91
Europe_Non_EU,2006,production,26.269000000000002
Africa_Northern,2006,production,8.828
Africa_Southern,2006,production,0.024
Argentina,2006,production,5.533
Central Asia,2006,production,5.221
Australia_NZ,2006,production,8.691
EU-15,2006,production,173.232
Middle East,2006,production,15.376
South Asia,2006,production,0.03
Europe_Eastern,2006,production,43.89
Africa_Western,2006,production,0.16
South America_Southern,2006,production,2.7800000000000002
Brazil,2006,production,30.901
EU-12,2006,production,33.733
Canada,2006,production,15.493
China,2006,production,419.149
Colombia,2006,production,1.22
Central America and Caribbean,2006,production,1.294
Africa_Eastern,2006,production,0.05
European Free Trade Association,2006,production,1.936
India,2006,production,49.45
Indonesia,2006,production,3.759
Japan,2006,production,116.226
Southeast Asia,2006,production,14.107
Mexico,2006,production,16.447
Pakistan,2006,production,1.04
Russia,2006,production,70.83
South Africa,2006,production,9.718
South Korea,2006,production,48.455
Taiwan,2006,production,20
USA,2006,production,98.557
South America_Northern,2006,production,4.864
Europe_Non_EU,2007,production,28.636000000000003
Africa_Northern,2007,production,9.424
Africa_Southern,2007,production,0.023
Argentina,2007,production,5.387
Central Asia,2007,production,5.612
Australia_NZ,2007,production,8.784
EU-15,2007,production,175.22299999999998
Middle East,2007,production,16.452
South Asia,2007,production,0.03
Europe_Eastern,2007,production,46.205
Africa_Western,2007,production,0.16
South America_Southern,2007,production,2.813
Brazil,2007,production,33.782
EU-12,2007,production,34.511
Canada,2007,production,15.572
China,2007,production,489.288
Colombia,2007,production,1.245
Central America and Caribbean,2007,production,1.372
Africa_Eastern,2007,production,0.05
European Free Trade Association,2007,production,1.972
India,2007,production,53.08
Indonesia,2007,production,4.16
Japan,2007,production,120.203
Southeast Asia,2007,production,16.167
Mexico,2007,production,17.573
Pakistan,2007,production,1.09
Russia,2007,production,72.387
South Africa,2007,production,9.098
South Korea,2007,production,51.517
Taiwan,2007,production,20.903
USA,2007,production,98.102
South America_Northern,2007,production,5.005
Europe_Non_EU,2008,production,29.888
Africa_Northern,2008,production,8.609
Africa_Southern,2008,production,0
Argentina,2008,production,5.541
Central Asia,2008,production,5.117
Australia_NZ,2008,production,8.424
EU-15,2008,production,167.66
Middle East,2008,production,16.647
South Asia,2008,production,0.03
Europe_Eastern,2008,production,40.544
Africa_Western,2008,production,0.16
South America_Southern,2008,production,2.93
Brazil,2008,production,33.716
EU-12,2008,production,30.34
Canada,2008,production,14.845
China,2008,production,500.915
Colombia,2008,production,1.053
Central America and Caribbean,2008,production,1.089
Africa_Eastern,2008,production,0.05
European Free Trade Association,2008,production,1.872
India,2008,production,55.098
Indonesia,2008,production,3.915
Japan,2008,production,118.739
Southeast Asia,2008,production,15.684000000000001
Mexico,2008,production,17.23
Pakistan,2008,production,1
Russia,2008,production,68.51
South Africa,2008,production,8.269
South Korea,2008,production,53.625
Taiwan,2008,production,19.882
USA,2008,production,91.35
South America_Northern,2008,production,4.225
Europe_Non_EU,2009,production,27.548
Africa_Northern,2009,production,7.706
Africa_Southern,2009,production,0
Argentina,2009,production,4.013
Central Asia,2009,production,5.0169999999999995
Australia_NZ,2009,production,6.013999999999999
EU-15,2009,production,117.906
Middle East,2009,production,17.766
South Asia,2009,production,0.1
Europe_Eastern,2009,production,32.698
Africa_Western,2009,production,0.16
South America_Southern,2009,production,2.396
Brazil,2009,production,26.506
